Here	Here	av	Here	here	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
must	must	vmb	must	must	0
ters	ters	n1	ters	ters	0
.	.	.	.	.	0
passe	passe	vvb	pass	pass	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
high	high	j	high	high	0
land	land	n1	land	land	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
northside	northside	n1	northside	northside	0
about	about	p-acp	about	about	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
league	league	n1	league	league	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
that	that	cst	that	that	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
sholds	sholds	n2	sholds	shold	0
and	and	cc	and	and	0
rocks	rocks	n2	rocks	rock	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
bee	bee	vbi	be	be	0
over	over	a-acp	over	over	0
against	against	p-acp	against	against	0
a	a	dt	a	a	0
round	round	j	round	round	0
Cape	Cape	n1	Cape	cape	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
must	must	vmb	must	must	0
take	take	vvi	take	take	0
over	over	a-acp	over	over	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
South	South	n1	South	south	0
shore	shore	n1	shore	shore	0
southwest	southwest	n1	southwest	southwest	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
South	South	n1	South	south	0
;	;	;	;	;	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
sayle	sayle	vvi	sail	sail	0
in	in	p-acp	in	in	0
5.	5.	crd	5.	5.	0
6	6	crd	6	6	0
and	and	cc	and	and	0
7	7	crd	7	7	0
fathoms	fathoms	n2	fathoms	fathom	0
:	:	:	:	:	0
and	and	cc	and	and	0
there	there	a-acp	there	there	0
the	the	av	the	then	0
The	The	dt	The	the	0
beginning	beginning	n1	beginning	beginning	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Canada	Canada	np1	Canada	Canada	0
beginneth	beginneth	vvz	begins	begin	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
fresh	fresh	j	fresh	fresh	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
salt	salt	n1	salt	salt	0
water	water	n1	water	water	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
fresh	fresh	j	fresh	fresh	0
endeth	endeth	vvz	endeth	end	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
be	be	vbi	be	be	0
athwart	athwart	av	athwart	athwart	0
the	the	dt	the	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
waUr	waUr	np1	waUr	waUr	0
'	'	'	'	'	0
the	the	dt	the	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
the	the	dt	the	the	0
river	river	n1	river	river	0
beginneth	beginneth	vvz	begins	begin	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
fresh	fresh	j	fresh	fresh	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
sayle	sayle	vvi	sail	sail	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
midst	midst	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
and	and	cc	and	and	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
leave	leave	vvi	leave	leave	0
the	the	dt	the	the	0
isle	isle	n1	isle	isle	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
starreboord	starreboord	n1	starreboord	starreboord	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
right	right	j-jn	right	right	0
The	The	dt	The	the	0
river	river	n1	river	river	0
but	but	p-acp	but	but	0
hand	hand	n1	hand	hand	0
:	:	:	:	:	0
and	and	cc	and	and	0
here	here	av	here	here	0
the	the	dt	the	the	0
river	river	n1	river	river	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
past	past	p-acp	passed	past	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
league	league	n1	league	league	0
a	a	dt	a	a	0
quarter	quarter	n1	quarter	quarter	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
broad	broad	j	broad	broad	0
,	,	,	,	,	0
anJ	anJ	np1	anJ	anJ	0
hath	hath	vhz	hath	have	0
2o	2o	av	2o	2o	0
and	and	cc	and	and	0
30	30	crd	30	30	0
fathoms	fathoms	n2	fathoms	fathom	0
water	water	n1	water	water	0
.	.	.	.	.	1
And	And	cc	And	and	0
towards	towards	p-acp	towards	towards	0
a^ie	a^ie	j	a^ie	a^ie	0
roa	roa	n1	roa	roa	0
.	.	.	.	.	0
gouth	gouth	n1	gouth	gouth	0
shore	shore	n1	shore	shore	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
ledge	ledge	n1	ledge	ledge	0
of	of	pp-f	of	of	0
Isles	Isles	n2	Isles	isle	0
all	all	d	all	all	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
280	280	crd	280	280	0
trees	trees	n2	trees	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
they	they	pns32	they	they	0
end	end	vvb	end	end	0
over	over	a-acp	over	over	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
point	point	n1	point	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
poynt	poynt	n1	point	point	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
isle	isle	n1	isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
toward	toward	p-acp	towards	towards	0
the	the	dt	the	the	0
Northeast	Northeast	n1	Northeast	north-east	0
is	is	vbz	is	be	0
in	in	p-acp	in	in	0
47	47	crd	47	47	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
one	one	crd	one	one	0
terce	terce	n1	terce	terce	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
fayre	fayre	j	fair	fair	0
Isle	Isle	n1	Isle	isle	0
,	,	,	,	,	0
all	all	d	all	all	0
covered	covered	vvn	covered	cover	0
with	with	p-acp	with	with	0
trees	trees	n2	trees	tree	0
even	even	av	even	even	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
rivers	rivers	ng1	rivers	river	0
side	side	n1	side	side	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
about	about	p-acp	about	about	0
5	5	crd	5	5	0
leagues	leagues	n2	leagues	league	0
long	long	av-j	long	long	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
league	league	n1	league	league	0
and	and	cc	and	and	0
an	an	dt	and	a	0
halfe	halfe	j-jn	half	half	0
broade	broade	j	broad	broad	0
.	.	.	.	.	1
And	And	cc	And	and	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
North	North	n1	North	north	0
shore	shore	n1	shore	shore	0
there	there	a-acp	there	there	0
is	is	vbz	is	be	0
another	another	j-jn	another	another	0
River	River	n1	River	river	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
falleth	falleth	vvz	falls	fall	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
mayne	mayne	n1	main	main	0
River	River	n1	River	river	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Island	Island	n1	Island	island	0
:	:	:	:	:	0
and	and	cc	and	and	0
Shippes	Shippes	n2	Ships	ship	0
may	may	vmb	may	may	0
very	very	av	very	very	0
well	well	av	well	well	0
passe	passe	vvi	pass	pass	0
there	there	a-acp	there	there	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
middest	middest	n1	midst	midst	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
unto	unto	p-acp	unto	unto	0
Canada	Canada	np1	Canada	Canada	0
the	the	dt	the	the	0
River	River	n1	River	river	0
runneth	runneth	vvz	runneth	run	0
West	West	n1	West	west	0
;	;	;	;	;	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
Canada	Canada	np1	Canada	Canada	0
unto	unto	p-acp	unto	unto	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
the	the	dt	the	the	0
river	river	n1	river	river	0
turneth	turneth	vvz	turns	turn	0
West	West	n1	West	west	0
Southwest	Southwest	np1	Southwest	Southwest	0
:	:	:	:	:	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
West	West	n1	West	west	0
ende	ende	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
to	to	p-acp	to	to	0
Canada	Canada	np1	Canada	Canada	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
league	league	n1	league	league	0
;	;	;	;	;	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
4	4	crd	4	4	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
thou	thou	pns21	thou	thou	0
art	art	vb2r	art	be	0
come	come	vvn	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
,	,	,	,	,	0
thou	thou	pns21	thou	thou	0
shalt	shalt	vm2	shalt	shall	0
see	see	vvi	see	see	0
a	a	dt	a	a	0
great	great	j	great	great	0
River	River	n1	River	river	0
which	which	r-crq	which	which	0
falleth	falleth	vvz	falls	fall	0
fifteene	fifteene	crd	fifteene	fifteen	0
or	or	cc	or	or	0
twenty	twenty	crd	twenty	twenty	0
fathoms	fathoms	n2	fathoms	fathom	0
downe	downe	a-acp	down	down	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
rocke	rocke	n1	rock	rock	0
,	,	,	,	,	0
and	and	cc	and	and	0
maketh	maketh	vv2	makes	make	0
a	a	dt	a	a	0
terrible	terrible	j	terrible	terrible	0
noyse	noyse	n1	noise	noise	0
.	.	.	.	.	1
The	The	dt	The	the	0
Fort	Fort	n1	Fort	fort	0
of	of	pp-f	of	of	0
France-roy	France-roy	j	France-roy	france-roy	0
stands	stands	n2	stands	stand	0
in	in	p-acp	in	in	0
47	47	crd	47	47	0
degrees	degrees	n2	degrees	degree	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	crd	one	one	0
sixt	sixt	ord	sixt	sixth	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
.	.	.	.	.	1
The	The	dt	The	the	0
extension	extension	n1	extension	extension	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
these	these	d	these	these	0
lands	lands	n2	lands	land	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
just	just	j	just	just	0
occasion	occasion	n1	occasion	occasion	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
New	New	j	New	new	0
France	France	np1	France	France	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
as	as	a-acp	as	as	0
good	good	j	good	good	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
temperate	temperate	j	temperate	temperate	0
as	as	c-acp	as	as	0
France	France	np1	France	France	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
same	same	d	same	same	0
latitude	latitude	n1	latitude	latitude	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
colder	colder	jc-jn	colder	cold	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Winter	Winter	n1	Winter	winter	0
is	is	vbz	is	be	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
fresh	fresh	j	fresh	fresh	0
River	River	n1	River	river	0
is	is	vbz	is	be	0
naturally	naturally	av-j	naturally	natural	0
more	more	av-dc	more	more	0
colde	colde	j-jn	cold	cold	0
then	then	cs	then	than	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
also	also	av	also	also	0
broad	broad	j	broad	broad	0
and	and	cc	and	and	0
deepe	deepe	j-jn	deep	deep	0
:	:	:	:	:	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
places	places	n2	places	place	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
halfe	halfe	j-jn	half	half	0
a	a	dt	a	a	0
league	league	n1	league	league	0
and	and	cc	and	and	0
above	above	a-acp	above	above	0
in	in	p-acp	in	in	0
breadth	breadth	n1	breadth	breadth	0
.	.	.	.	.	1
And	And	cc	And	and	0
also	also	av	also	also	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
tylled	tylled	vvn	tilled	till	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
is	is	vbz	is	be	0
all	all	d	all	all	0
full	full	j	full	full	0
of	of	pp-f	of	of	0
Woods	Woods	n2	Woods	wood	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
colde	colde	n-jn	cold	cold	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
store	store	n1	store	store	0
of	of	pp-f	of	of	0
fire	fire	n1	fire	fire	0
nor	nor	ccx	nor	nor	0
cattel	cattel	n2	cattle	cattle	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
sunne	sunne	n1	sun	sun	0
hath	hath	vhz	hath	have	0
his	his	po31	his	his	0
Meridian	Meridian	n1	Meridian	meridian	0
as	as	c-acp	as	as	0
high	high	j	high	high	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Meridian	Meridian	n1	Meridian	meridian	0
at	at	p-acp	at	at	0
Rochel	Rochel	n1	Rochel	rochel	0
:	:	:	:	:	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
noone	noone	n1	noon	noon	0
here	here	av	here	here	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
is	is	vbz	is	be	0
at	at	p-acp	at	at	0
South	South	n1	South	south	0
Southwest	Southwest	np1	Southwest	Southwest	0
at	at	p-acp	at	at	0
Rochel	Rochel	n1	Rochel	rochel	0
.	.	.	.	.	1
And	And	cc	And	and	0
here	here	av	here	here	0
the	the	dt	the	the	0
North	North	n1	North	north	0
starre	starre	n1	star	star	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
compasse	compasse	n1	compass	compass	0
standeth	standeth	vvz	stands	stand	0
North	North	n1	North	north	0
northeast	northeast	n1	northeast	north-east	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
at	at	p-acp	at	at	0
Rochel	Rochel	n1	Rochel	rochel	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
noone	noone	n1	noon	noon	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
but	but	p-acp	but	but	0
halfe	halfe	j-jn	half	half	0
an	an	dt	and	a	0
houre	houre	n1	hour	hour	0
past	past	p-acp	passed	past	0
nine	nine	crd	nine	nine	0
at	at	p-acp	at	at	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
sayde	sayde	j-vvn	said	say	0
place	place	n1	place	place	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Ocean	Ocean	n1	Ocean	ocean	0
sea	sea	n1	sea	sea	0
and	and	cc	and	and	0
the	the	dt	the	the	0
coast	coast	n1	coast	coast	0
of	of	pp-f	of	of	0
New	New	j	New	new	0
France	France	np1	France	France	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
above	above	p-acp	above	above	0
50	50	crd	50	50	0
leagues	leagues	n2	leagues	league	0
distance	distance	n1	distance	distance	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
entrance	entrance	n1	entrance	entrance	0
of	of	pp-f	of	of	0
Norumbega	Norumbega	np1	Norumbega	Norumbega	0
unto	unto	p-acp	unto	unto	0
Florida	Florida	np1	Florida	Florida	0
are	are	vbr	are	be	0
300	300	crd	300	300	0
leagues	leagues	n2	leagues	league	0
:	:	:	:	:	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
place	place	n1	place	place	0
of	of	pp-f	of	of	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
to	to	p-acp	to	to	0
Hochelaga	Hochelaga	np1	Hochelaga	Hochelaga	0
,	,	,	,	,	0
are	are	vbr	are	be	0
about	about	p-acp	about	about	0
80	80	crd	80	80	0
leagues	leagues	n2	leagues	league	0
:	:	:	:	:	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
ye	ye	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Rasus	Rasus	np1	Rasus	Rasus	0
30	30	crd	30	30	0
381	381	crd	381	381	0
1542.	1542.	crd	1542.	1542.	1
The	The	dt	The	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
in	in	p-acp	in	in	0
47	47	crd	47	47	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
one	one	crd	one	one	0
third	third	ord	third	three	0
part	part	n1	part	part	0
.	.	.	.	.	1
Canada	Canada	np1	Canada	Canada	0
1	1	crd	1	1	0
league	league	n1	league	league	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
West	West	n1	West	west	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isle	Isle	n1	Isle	isle	0
of	of	pp-f	of	of	0
Orleans	Orleans	np1	Orleans	Orleans	0
.	.	.	.	.	1
The	The	dt	The	the	0
Fort	Fort	n1	Fort	fort	0
of	of	pp-f	of	of	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
stood	stood	vvn	stood	stand	0
in	in	p-acp	in	in	0
47	47	crd	47	47	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
one	one	crd	one	one	0
sixt	sixt	ord	sixt	sixth	0
part	part	n1	part	part	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
is	is	vbz	is	be	0
colder	colder	jc-jn	colder	cold	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Winter	Winter	n1	Winter	winter	0
then	then	av	then	then	0
France	France	np1	France	France	0
.	.	.	.	.	1
A	A	dt	A	a	0
second	second	ord	second	second	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
The	The	dt	The	the	0
variation	variation	n1	variation	variation	0
of	of	pp-f	of	of	0
ye	ye	dt	the	the	0
compasse	compasse	n1	compass	compass	0
.	.	.	.	.	1
From	From	p-acp	From	from	0
the	the	dt	the	the	0
fort	fort	n1	fort	fort	0
of	of	pp-f	of	of	0
France	France	np1	France	France	0
Roy	Roy	np1	Roy	Roy	0
unto	unto	p-acp	unto	unto	0
ye	ye	pn22	you	you	0
mouth	mouth	n1	mouth	mouth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grand	Grand	j	Grand	grand	0
Bay	Bay	n1	Bay	bay	0
230	230	crd	230	230	0
leags	leags	n2	leags	leag	0
.	.	.	.	.	1
Gold	Gold	n1	Gold	gold	0
and	and	cc	and	and	0
silver	silver	n1	silver	silver	0
like	like	av-j	like	like	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
Canada	Canada	np1	Canada	Canada	0
.	.	.	.	.	1
A	A	dt	A	a	0
Bay	Bay	n1	Bay	bay	0
in	in	p-acp	in	in	0
42.	42.	crd	42.	42.	0
degrees	degrees	n2	degrees	degree	0
gyving	gyving	vvg	gyving	gyve	0
some	some	d	some	some	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
passage	passage	n1	passage	passage	0
.	.	.	.	.	1
[	[	[	[	[	0
III	III	np1	III	Iii	0
.	.	.	.	.	1
240.	240.	crd	240.	240.	0
]	]	]	]	]	1
Trees	Trees	np1	Trees	Trees	0
.	.	.	.	.	1
Redde	Redde	j-jn	Red	red	0
plums	plums	n2	plums	plum	0
.	.	.	.	.	1
Fowle	Fowle	j	Foul	foul	0
.	.	.	.	.	1
Corne	Corne	n1	Corn	corn	0
.	.	.	.	.	1
IVhe	IVhe	np1	IVhe	IVhe	0
ate	ate	vvd	ate	eat	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sown	sown	vvn	sown	sow	0
in	in	p-acp	in	in	0
March	March	n1	March	march	0
.	.	.	.	.	1
THE	THE	dt	THE	the	0
ENGLISH	ENGLISH	jp	ENGLISH	english	0
VOYAGES	VOYAGES	n2	VOYAGES	voyage	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
Norumbega	Norumbega	np1	Norumbega	Norumbega	0
entreth	entreth	vvz	entereth	enter	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
river	river	n1	river	river	0
of	of	pp-f	of	of	0
Canada	Canada	np1	Canada	Canada	0
,	,	,	,	,	0
and	and	cc	and	and	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
of	of	pp-f	of	of	0
Saguenay	Saguenay	np1	Saguenay	Saguenay	0
.	.	.	.	.	1
And	And	cc	And	and	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Fort	Fort	n1	Fort	fort	0
of	of	pp-f	of	of	0
France-Roy	France-Roy	j	France-Roy	france-roy	0
untill	untill	c-acp	until	until	0
a	a	dt	a	a	0
man	man	n1	man	man	0
come	come	vvb	come	come	0
foorth	foorth	av	forth	forth	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Grande	Grande	np1	Grande	Grande	0
Bay	Bay	n1	Bay	bay	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
above	above	p-acp	above	above	0
230	230	crd	230	230	0
leagues	leagues	n2	leagues	league	0
.	.	.	.	.	1
And	And	cc	And	and	0
the	the	dt	the	the	0
course	course	n1	course	course	0
is	is	vbz	is	be	0
Northeast	Northeast	np1	Northeast	Northeast	0
and	and	cc	and	and	0
West	West	n1	West	west	0
Southwest	Southwest	np1	Southwest	Southwest	0
not	not	xx	not	not	0
above	above	p-acp	above	above	0
5	5	crd	5	5	0
degrees	degrees	n2	degrees	degree	0
and	and	cc	and	and	0
£	£	sy	£	£	0
difference	difference	n1	difference	difference	0
:	:	:	:	:	0
and	and	cc	and	and	0
reckon	reckon	vvb	reckon	reckon	0
16	16	crd	16	16	0
leagues	leagues	n2	leagues	league	0
and	and	cc	and	and	0
ah	ah	uh	ah	ah	0
halfe	halfe	av-jn	half	half	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
degree	degree	n1	degree	degree	0
.	.	.	.	.	1
By	By	p-acp	By	by	0
the	the	dt	the	the	0
nature	nature	n1	nature	nature	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
climate	climate	n1	climate	climate	0
the	the	dt	the	the	0
lands	lands	n2	lands	land	0
toward	toward	p-acp	towards	towards	0
Hochelaga	Hochelaga	np1	Hochelaga	Hochelaga	0
are	are	vbr	are	be	0
still	still	av	still	still	0
better	better	j	better	better	0
and	and	cc	and	and	0
better	better	av-jc	better	better	0
,	,	,	,	,	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
fruitfull	fruitfull	j	fruitful	fruitful	0
.	.	.	.	.	1
And	And	cc	And	and	0
this	this	d	this	this	0
land	land	n1	land	land	0
is	is	vbz	is	be	0
fitte	fitte	n1	fit	fit	0
for	for	p-acp	for	for	0
Figges	Figges	n2	Figs	fig	0
and	and	cc	and	and	0
Peares	Peares	n2	Pears	pear	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
thinke	thinke	vvb	think	think	0
that	that	d	that	that	0
golde	golde	n1	gold	gold	0
and	and	cc	and	and	0
silver	silver	n1	silver	silver	0
will	will	vmb	will	will	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
here	here	av	here	here	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
people	people	n1	people	people	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
countrey	countrey	n1	country	country	0
say	say	vvb	say	say	0
.	.	.	.	.	1
These	These	np1	These	Theise	0
landes	landes	n2	lands	land	0
lye	lye	vvb	lie	lie	0
over	over	a-acp	over	over	0
against	against	p-acp	against	against	0
Tartarie	Tartarie	np1	Tartarie	Tartary	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
stretch	stretch	vvb	stretch	stretch	0
toward	toward	p-acp	towards	towards	0
Asia	Asia	np1	Asia	Asia	0
,	,	,	,	,	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
roundnesse	roundnesse	n1	roundness	roundness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
.	.	.	.	.	1
And	And	cc	And	and	0
therefore	therefore	av	therefore	therefore	0
